song,album,year,bpm,duration,vocal,harmony,database_url,official_youtube,harmony_youtube,instruments,guitar1_youtube,guitar2_youtube,bass_youtube,instrumental_youtube,bass_tab,spotify,lyrics,lyrics_chord
Sun King,Abbey Road,1969,75.0,146233,John,Paul・George,https://beatlesdata.info/13/10_sunking.html,ujBRavK6YWo,8gQur08QgqI,,,,AU_K0eposIQ,,https://www.songsterr.com/a/wsa/beatles-sun-king-bass-tab-s61446,4nwKdZID1ht0lDBJ5h2p87,Aaaaahhhhhhhhhh...<br>Here comes the Sun King<br>Here comes the Sun King<br>Everybody's laughing<br>Everybody's happy<br>Here comes the Sun King<br><br>Quando paramucho mi amore de felice carathon<br>Mundo paparazzi mi amore cicce verdi parasol<br>Questo abrigado tantamucho que canite carousel,
Mean Mr. Mustard,Abbey Road,1969,100.0,66246,John,Paul,https://beatlesdata.info/13/11_meanmrmusterd.html,Ts8L-6ghQuA,VQnaU5L0lPE,,,,AU_K0eposIQ,4JOyMhad5dD81uGYLGgKrS,https://www.songsterr.com/a/wsa/beatles-mean-mr-mustard-bass-tab-s26424,4JOyMhad5dD81uGYLGgKrS,"Mean Mister Mustard sleeps in the park<br>Shaves in the dark trying to save paper<br>Sleeps in a hole in the road<br>Saving up to buy some clothes<br>Keeps a ten-bob note up his nose<br>Such a mean old man<br>Such a mean old man<br><br>His sister Pam works in a shop<br>She never stops, she's a go-getter<br>Takes him out to look at the queen<br>Only place that he's ever been<br>Always shouts out something obscene<br>Such a dirty old man<br>Dirty old man",
Polythene Pam,Abbey Road,1969,165.0,72672,John,Paul・George,https://beatlesdata.info/13/12_polythenepam.html,Jq7VkBUQ2Xg,gTYvbgiBA8Q,,,,AU_K0eposIQ,,https://www.songsterr.com/a/wsa/beatles-polythene-pam-bass-tab-s61441,1FTCA6wQwulQFokDddKE68,"Well you should see Polythene Pam<br>She\'s so good-looking but she looks like a man<br>Well you should see her in drag dressed in her polythene bag<br>Yes you should see Polythene Pam<br>Yeah yeah yeah<br><br>Get a dose of her in jackboots and kilt<br>She\'s killer-diller when she\'s dressed to the hilt<br>She\'s the kind of a girl that makes the ""News of the World""<br>Yes you could say she was attractively built<br>Yeah yeah yeah",
She Came In Through The Bathroom Window,Abbey Road,1969,81.0,117655,Paul,John・George,https://beatlesdata.info/13/13_shecameinthroughthebathroomwindow.html,hh80eYMh1gY,5H7iEw6tIpQ,,,,AU_K0eposIQ,,https://www.songsterr.com/a/wsa/beatles-she-came-in-through-the-bathroom-window-bass-tab-s61444,2jtUGFsqanQ82zqDlhiKIp,"(Gonna come out now<br>Ha ha ha<br>Wow look out.)<br><br>She came in through the bathroom window<br>Protected by a silver spoon<br>But now she sucks her thumb and wonders<br>By the banks of her own lagoon<br><br>Didn't anybody tell her?<br>Didn't anybody see?<br>Sunday's on the phone to Monday<br>Tuesday's on the phone to me<br><br>She said she'd always been a dancer<br>She worked at fifteen clubs a day<br>And though she thought I knew the answer<br>Well, I knew what I could not say<br><br>And so I quit the police department<br>And got myself a steady job<br>And though she tried her best to help me<br>She could steal, but she could not rob<br><br>Didn't anybody tell her?<br>Didn't anybody see?<br>Sunday's on the phone to Monday<br>Tuesday's on the phone to me, oh yeah",
Golden Slumbers,Abbey Road,1969,84.0,91506,Paul,George・Ringo,https://beatlesdata.info/13/14_goldenslumbers.html,AcQjM7gV6mI,,,,,,_fzELXQ5gB0,https://www.songsterr.com/a/wsa/beatles-golden-slumbers-bass-tab-s26408,01SfTM5nfCou5gQL70r6gs,"Once, there was a way to get back homeward<br>Once, there was a way to get back home<br>Sleep, pretty darling, do not cry<br>And I will sing a lullaby<br><br>Golden slumbers fill your eyes<br>Smiles awake you when you rise<br>Sleep, pretty darling, do not cry<br>And I will sing a lullaby<br><br>Once, there was a way to get back homeward<br>Once, there was a way to get back home<br>Sleep, pretty darling, do not cry<br>And I will sing a lullaby",
Carry That Weight,Abbey Road,1969,84.0,96809,Paul,George・Ringo,https://beatlesdata.info/13/15_carrythatweight.html,0RagyYjgY4g,,,,,,_fzELXQ5gB0,https://www.songsterr.com/a/wsa/beatles-carry-that-weight-bass-tab-s22730,5eZrW59C3UgBhkqNlowEID,"Boy, you're gonna carry that weight,<br>Carry that weight a long time<br>Boy, you're gonna carry that weight<br>Carry that weight a long time<br><br>I never give you my pillow<br>I only send you my invitations<br>And in the middle of the celebrations<br>I break down<br><br>Boy, you're gonna carry that weight<br>Carry that weight a long time<br>Boy, you're gonna carry that weight<br>Carry that weight a long time",
The End,Abbey Road,1969,125.0,139755,Paul,John・George,https://beatlesdata.info/13/16_theend.html,A5Tuu6UnEe8,X61CktRDtBE,,,,,_fzELXQ5gB0,https://www.songsterr.com/a/wsa/beatles-the-end-bass-tab-s2841,5aHHf6jrqDRb1fcBmue2kn,"Oh yeah, all right<br>Are you going to be in my dreams<br>Tonight?<br><br>[Drum solo]<br><br>[Guitar solos]<br><br>And in the end<br>The love you take<br>Is equal to the love<br>You make",
Her Majesty,Abbey Road,1969,100.0,23196,Paul,,https://beatlesdata.info/13/17_hermajesty.html,QhmyhwszSWA,,,,,,,https://www.songsterr.com/a/wsa/beatles-her-majesty-bass-tab-s81788,6UCFZ9ZOFRxK8oak7MdPZu,"Her Majesty's a pretty nice girl<br>But she doesn't have a lot to say<br>Her Majesty's a pretty nice girl<br>But she changes from day to day<br><br>I wanna tell her that I love her a lot<br>But I gotta get a belly full of wine<br>Her Majesty's a pretty nice girl<br>Someday I'm gonna make her mine, oh yeah<br>Someday I'm gonna make her mine",
Two Of Us,Let It Be,1970,112.0,216737,Paul,John,https://beatlesdata.info/14/01_twoofus.html,dwtaADfz2WU,TdMnanT71d8,D-28・J-200・テレキャス,,,,dB9emnFek_o,https://www.songsterr.com/a/wsa/beatles-two-of-us-bass-tab-s26392,0CaBBQsaAiRHhiLmzi7ZRp,Two of us riding nowhere<br>Spending someone's<br>Hard earned pay<br>You and me Sunday driving<br>Not arriving<br>On our way back home<br>We're on our way home<br>We're on our way home<br>We're going home<br><br>Two of us sending postcards<br>Writing letters<br>On my wall<br>You and me burning matches<br>Lifting latches<br>On our way back home<br>We're on our way home<br>We're on our way home<br>We're going home<br><br>You and I have memories<br>Longer than the road that stretches out ahead<br><br>Two of us wearing raincoats<br>Standing solo<br>In the sun<br>You and me chasing paper<br>Getting nowhere<br>On our way back home<br>We're on our way home<br>We're on our way home<br>We're going home<br><br>You and I have memories<br>Longer than the road that stretches out ahead<br><br>Two of us wearing raincoats<br>Standing solo<br>In the sun<br>You and me chasing paper<br>Getting nowhere<br>On our way back home<br>We're on our way home<br>We're on our way home<br>We're going home,
Dig A Pony,Let It Be,1970,118.0,234866,John,Paul,https://beatlesdata.info/14/02_digapony.html,cxjzrfXMkao,zzvNVu8jzIM,,,,o-axIM6I5lM,,https://www.songsterr.com/a/wsa/beatles-dig-a-pony-bass-tab-s22788,4OUmlC67FoPLvQNuE5C7kF,"I dig a pony<br>Well you can celebrate anything you want<br>Well you can celebrate anything you want<br><br>I do a road hog<br>Well you can penetrate any place you go<br>Yes you can penetrate any place you go<br>I told you so, all I want is you<br>Everything has got to be just like you want it to<br>Because...<br><br>I pick a moon dog<br>Well you can radiate everything you are<br>Yes you can radiate everything you are<br><br>Oh now<br>I roll a stoney<br>Well you can imitate everyone you know<br>Yes you can imitate everyone you know<br>I told you so, all I want is you<br>Everything has got to be just like you want it to<br>Because...<br><br>Ooh now<br>I feel the wind blow<br>Well you can indicate everything you see<br>Yes you can indicate everything you see<br><br>Oh now<br>I dug a pony<br>Well you can syndicate any boat you row<br>Yeah you can syndicate any boat you row<br>I told you so, all I want is you<br>Everything has got to be just like you want it to<br>Because...",
Across The Universe,Let It Be,1970,0.0,228649,John,Paul・George,https://beatlesdata.info/14/03_acrosstheuniverse.html,eqUzU552X8A,,,,,,,https://www.songsterr.com/a/wsa/beatles-across-the-universe-bass-tab-s83222,4dkoqJrP0L8FXftrMZongF,"Words are flowing out like endless rain into a paper cup<br>They slither while they pass, they slip away across the universe<br>Pools of sorrow waves of joy are drifting through my opened mind<br>Possessing and caressing me<br><br>Jai guru deva om<br>Nothing's gonna change my world<br>Nothing's gonna change my world<br>Nothing's gonna change my world<br>Nothing's gonna change my world<br><br>Images of broken light which dance before me like a million eyes<br>They call me on and on across the universe<br>Thoughts meander like a restless wind<br>Inside a letter box they<br>Tumble blindly as they make their way<br>Across the universe<br><br>Jai guru deva om<br>Nothing's gonna change my world<br>Nothing's gonna change my world<br>Nothing's gonna change my world<br>Nothing's gonna change my world<br><br>Sounds of laughter shades of life are ringing<br>Through my open ears inciting and inviting me<br>Limitless undying love which shines around me like a million suns<br>And calls me on and on across the universe<br><br>Jai guru deva om<br>Nothing's gonna change my world<br>Nothing's gonna change my world<br>Nothing's gonna change my world<br>Nothing's gonna change my world<br><br>Jai guru deva<br>Jai guru deva<br>Jai guru deva<br>Jai guru deva<br>Jai guru deva<br>Jai guru deva...","<br><span>D</span><span>Words are flowing out</span><span>Bm</span><span>like endless</span><span>F#m</span><span>rain into a paper cup</span><br><span>Em7</span><span>They slither while they pass, they slip away</span><span>A7</span><span>across the universe</span><br><span>D</span><span>Pools of sorrow</span><span>Bm</span><span>waves of joy are</span><span>F#m</span><span>drifting through my opened mind</span><br><span>Em7</span><span>Possessing and</span><span>Gm</span><span>caressing me</span><br><br><span>D</span><span>Jai guru deva</span><span>A7</span><span>om</span><br><span>A</span><span>Nothing's gonna change my world</span><br><span>G</span><span>Nothing's gonna change my</span><span>D</span><span>world</span><br><span>A</span><span>Nothing's gonna change my world</span><br><span>G</span><span>Nothing's gonna change my</span><span>D</span><span>world</span><br><br><span>D</span><span>Images of</span><span>Bm</span><span>broken light which</span><span>F#m</span><span>dance before me like a million</span><span>E7</span><span>eyes</span><br><span>They call me on and on</span><span>A7</span><span>across the universe</span><br><span>Thoughts meander like a restless wind</span><br><span>Inside a letter box they</span><br><span>Tumble blindly as they make their way</span><br><span>Across the universe</span><br><br><span>Jai guru deva om</span><br><span>Nothing's gonna change my world</span><br><span>Nothing's gonna change my world</span><br><span>Nothing's gonna change my world</span><br><span>Nothing's gonna change my world</span><br><br><span>Sounds of laughter shades of life are ringing</span><br><span>Through my open ears inciting and inviting me</span><br><span>Limitless undying love which shines around me like a million suns</span><br><span>And calls me on and on across the universe</span><br><br><span>Jai guru deva om</span><br><span>Nothing's gonna change my world</span><br><span>Nothing's gonna change my world</span><br><span>Nothing's gonna change my world</span><br><span>Nothing's gonna change my world</span><br><br><span>Jai guru deva</span><br><span>Jai guru deva</span><br><span>Jai guru deva</span><br><span>Jai guru deva</span><br><span>Jai guru deva</span><br><span>Jai guru deva...</span>"
I Me Mine,Let It Be,1970,89.0,145789,George,Paul,https://beatlesdata.info/14/04_imemine.html,LBZ6hg7RVp8,,,,,YrZtM-nECvU,,https://www.songsterr.com/a/wsa/beatles-i-me-mine-bass-tab-s2463,2BMqay80iBzZTa608Y1eG1,"All through the day, I me mine<br>I me mine, I me mine<br>All through the night, I me mine<br>I me mine, I me mine<br>Now they're frightened of leaving it<br>Everyone's weaving it<br>Coming on strong all the time<br>All through the day I me mine<br><br>I-I-me-me-mine, I-I-me-me-mine<br>I-I-me-me-mine, I-I-me-me-mine<br><br>All I can hear, I me mine<br>I me mine, I me mine<br>Even those tears, I me mine<br>I me mine, I me mine<br>No-one's frightened of playing it<br>Everyone's saying it<br>Flowing more freely than wine<br>All through the day I me mine<br><br>I-I-me-me mine, I-I-me-me mine<br>I-I-me-me mine, I-I-me-me mine<br><br>All I can hear, I me mine<br>I me mine, I me mine<br>Even those tears, I me mine<br>I me mine, I me mine<br>No-one's frightened of playing it<br>Everyone's saying it<br>Flowing more freely than wine<br>All through your life I me mine",
Dig It,Let It Be,1970,104.0,50076,John,,https://beatlesdata.info/14/05_digit.html,CAtFrU978Xc,,,,,,,https://www.songsterr.com/a/wsa/beatles-dig-it-bass-tab-s2922,0eRyOunOVBChlXxIvqwOxH,"Like a rolling stone<br>Like a rolling stone<br>Ah like a rolling stone<br>Like the FBI and the CIA<br>And the BBC, BB King<br>And Doris Day<br>Matt Busby<br>Dig it, dig it, dig it<br>Dig it, dig it, dig it, dig it, dig it, dig it, dig it, dig it",
Let It Be,Let It Be,1970,73.0,243356,Paul,John・George,https://beatlesdata.info/14/06_letitbe.html,AbNFLI720_U,uAMYcSGMgNI,テレキャス(レスポール)・Bass VI・ピアノ・エレピ・ブラス・ストリングス,,,8-7WUw0jpzI,,https://www.songsterr.com/a/wsa/beatles-let-it-be-bass-tab-s79,7iN1s7xHE4ifF5povM6A48,"When I find myself in times of trouble<br>Mother Mary comes to me<br>Speaking words of wisdom<br>Let it be<br><br>And in my hour of darkness<br>She is standing right in front of me<br>Speaking words of wisdom<br>Let it be<br><br>Let it be, let it be, let it be, let it be<br>Whisper words of wisdom<br>Let it be<br><br>And when the broken-hearted people<br>Living in the world agree<br>There will be an answer<br>Let it be<br><br>For though they may be parted there is<br>Still a chance that they will see<br>There will be an answer<br>Let it be<br><br>Let it be, let it be, let it be, let it be<br>Yeah, there will be an answer<br>Let it be<br><br>Let it be, let it be, let it be, let it be<br>Whisper words of wisdom<br>Let it be<br><br>Let it be, let it be, let it be, let it be<br>Whisper words of wisdom<br>Let it be<br><br>And when the night is cloudy<br>There is still a light that shines on me<br>Shine until tomorrow<br>Let it be<br><br>I wake up to the sound of music<br>Mother Mary comes to me<br>Speaking words of wisdom<br>Let it be<br><br>Let it be, let it be, let it be, yeah, let it be<br>There will be an answer<br>Let it be<br><br>Let it be, let it be, let it be, yeah, let it be<br>There will be an answer<br>Let it be<br><br>Let it be, let it be, let it be, yeah, let it be<br>Whisper words of wisdom<br>Let it be",
Maggie Mae,Let It Be,1970,169.0,40672,John,Paul,https://beatlesdata.info/14/07_maggiemae.html,TrAvZZEzPLM,,,,,,,,2VsX1BoWSGiuVXGiFSUr6h,"Oh dirty Maggie Mae they have taken her away<br>And she never walk down Lime Street any more<br>Oh the judge he guilty found her for robbing a homeward bounder<br>That dirty no good robbing Maggie Mae<br>This is a part of Liverpool, they returned me to<br>Two pounds ten a week, that was my pay",
I've Got A Feeling,Let It Be,1970,82.0,218044,John・Paul,,https://beatlesdata.info/14/08_ivegotafeeling.html,3pPZRgb7uc8,,カジノ・テレキャス・ヘフナー・エレピ,,,c9_LBjmHBlc,,https://www.songsterr.com/a/wsa/beatles-ive-got-a-feeling-complete-bass-tab-s269651,3gwRWIbr5ycEVLIAXrWaw7,"I've got a feeling, a feeling deep inside<br>Oh yeah, oh yeah, that's right<br>I've got a feeling, a feeling I can't hide<br>No no no, oh no, oh no<br>Yeah yeah I've got a feeling yeah<br><br>Oh please believe me, I'd hate to miss the train<br>Oh yeah, yeah, oh yeah<br>And if you leave me I won't be late again<br>Oh no, oh no, oh no<br>Yeah yeah I've got a feeling yeah<br>I've got a feeling<br><br>All these years I've been wandering around<br>Wondering how come nobody told me<br>All that I was looking for was somebody<br>Who looked like you<br><br>I've got a feeling, that keeps me on my toes<br>Oh yeah, oh yeah<br><br>I've got a feeling, I think that everybody knows<br>Oh yeah, oh yeah, oh yeah<br>Yeah yeah I've got a feeling yeah<br>Yeah<br><br>Everybody had a hard year<br>Everybody had a good time<br>Everybody had a wet dream<br>Everybody saw the sunshine<br>Oh yeah, (oh yeah) oh yeah, oh yeah<br>Everybody had a good year<br>Everybody let their hair down<br>Everybody pulled their socks up<br>Everybody put their foot down<br>Oh yeah<br>Yeah I've got a feeling<br>A feeling deep inside<br>Oh yeah<br><br>Oh yeah<br><br>I've got a feeling<br>A feeling I can't hide<br>Oh no<br><br>Oh no no no<br><br>Yeah yeah yeah yeah<br>I've got a feeling<br><br>I've got a feeling<br><br>Everybody had a good year<br>Everybody had a hard time<br><br>Everybody had a wet dream<br><br>Everybody saw the sunshine<br><br>Everybody had a good year<br>Everybody let their hair down<br><br>Everybody pulled their socks up<br><br>Everybody put the foot down<br>Oh yeah<br><br>Oh yeah<br><br>I've got a feeling<br>Yeah yeah yeah yeah<br><br>[Oh my soul, so hard.]",
One After 909,Let It Be,1970,188.0,175568,John・Paul,,https://beatlesdata.info/14/09_oneafter909.html,RLjJ3VrRKx4,FURUWms-7jU,,,,UM8vgJi8Rl0,lFei3CzEf-M,https://www.songsterr.com/a/wsa/beatles-one-after-909-bass-tab-s426718,50qHmeex1nPTyQTwBXjSE4,"My baby says she's trav'ling on the one after 909<br>I said move over honey I'm travelling on that line<br>I said move over once, move over twice<br>Come on baby don't be cold as ice<br>I said I'm trav'ling on the one after 909<br><br>I begged her not to go and I begged her on my bended knees<br>You're only fooling around, you're fooling around with me<br>I said move over once, move over twice<br>Come on baby don't be cold as ice<br>I said I'm trav'ling on the one after 909<br><br>I got my bag, run to the station<br>Railman says you've got the the wrong location<br>I got my bag, run right home<br>Then I find I've got the number wrong<br><br>Well I said I'm trav'ling on the one after 909<br>I said move over honey I'm travelling on that line<br>I said move over once, move over twice<br>Come on baby don't be cold as ice<br>I said I'm trav'ling on the one after 909<br><br>I got my bag, run to the station<br>railman says you've got the the wrong location<br>I got my bag, run right home<br>Then I find I've got the number wrong<br><br>Well I said I'm trav'ling on the one after 909<br>I said move over honey I'm travelling on that line<br>I said move over once, move over twice<br>Come on baby don't be cold as ice<br>I said we're trav'ling on the one after 90<br>I said we're trav'ling on the one after 90<br>I said we're trav'ling on the one after 909<br><br>[Oh Danny Boy, the old summer is calling.]",
The Long And Winding Road,Let It Be,1970,66.0,217939,Paul,,https://beatlesdata.info/14/10_thelongandwindingroad.html,GLkhWfVIxi8,,,6izf1rM2q44,,cqDUO8JqLQU,,https://www.songsterr.com/a/wsa/beatles-the-long-and-winding-road-bass-tab-s26404,6p6E3pMc9moSp5kV3BLN0y,"The long and winding road, that leads, to your door<br>Will never disappear, I've seen that road before<br>It always leads me here, lead me to your door<br>The wild and windy night, that the rain, washed away<br>Has left a pool of tears, crying for the day<br>Why leave me standing here, let me know the way<br><br>Many times I've been alone, and many times I've cried<br>Any way you'll never know, the many ways I've tried<br>And still they lead me back, to the long winding road<br>You left me standing here a long long time ago<br>Don't leave me waiting here, lead me to your door<br><br>But still they lead me back to the long winding road<br>You left me standing here, a long long time ago<br>Don't keep me waiting here (Don't keep me waiting), lead me to your door<br>Yeah, yeah, yeah, yeah",
For You Blue,Let It Be,1970,0.0,152790,George,,https://beatlesdata.info/14/11_foryoublue.html,Li9hWkZmh7g,,,,,,,,5dpRJkvY8oWMQmQbEQTXhO,"Because you're sweet and lovely girl I love you<br>Because you're sweet and lovely girl it's true<br>I love you more than ever girl I do<br>I want you in the morning girl I love you<br>I want you at the moment I feel blue<br>I'm living every moment girl for you<br><br>(Walk, walk cat walk.<br>Go, Johnny, go.<br>Same old the twelve bar blues.<br><br>Elmore James got nothing on this baby.)<br><br>I've loved you from the moment I saw you<br>You looked at me that's all you had to do<br>I feel it now I hope you feel it too<br><br>Because you're sweet and lovely girl I love you<br>Because you're sweet and lovely girl it's true<br>I love you more than ever girl I do<br>Rhythm and blues",
Get Back,Let It Be,1970,123.0,194455,Paul,John,https://beatlesdata.info/14/12_getback.html,YEESfv-11ng,SAU_KGcSXNY,カジノ・テレキャス・ヘフナー・エレピ,g4iwxh3GEe8,,TOohRK5Y_S0,MULSjgw5k00,https://www.songsterr.com/a/wsa/beatles-get-back-bass-tab-s22771,5V8Ma6MQwoBf7Z7Lq2w26s,"Jo Jo was a man who thought he was a loner<br>But he knew it couldn't last<br>Jo Jo left his home in Tucson, Arizona<br>For some California grass<br><br>Get back, get back<br>Get back to where you once belonged<br>Get back, get back<br>Get back to where you once belonged<br>Get back Jo Jo<br>Go home<br><br>Get back, get back<br>Get back to where you once belonged<br>Get back, get back<br>Back to where you once belonged<br>Get back, Jo<br><br>Sweet Loretta Martin thought she was a woman<br>But she was another man<br>All the girls around her say she's got it coming<br>But she gets it while she can<br><br>Oh, get back, get back<br>Get back to where you once belonged<br>Get back, get back<br>Get back to where you once belonged<br>Get back, Loretta<br><br>Go home<br>Oh, get back, get back<br>Get back to where you once belonged<br>Get back, get back<br>Get back to where you once belonged<br><br>Ooh, ooh, get back, Loretta<br>Your mommy's waiting for you<br>Wearing her high-heel shoes<br>And her low-neck sweater<br>Get back home, Loretta<br><br>Get back, get back, get back to where you once belonged<br>Oh, get back, get back<br>Get back, oh, yes<br>Jo Jo",
From Me To You,Past Masters,1963,136.0,117655,John・Paul,,https://beatlesdata.info/15/02_frommetoyou.html,E1fY5i-o6Ng,k43ZBsBfBW8,,j-AyWtRiAac,XnsX8Iq7wjY,GtWM_3CryKA,c_HN3hGO4cE,https://www.songsterr.com/a/wsa/beatles-from-me-to-you-bass-tab-s2715,7nBGBbzfnPiowCvXKJnV9J,"Da da da da da dum dum da<br>Da da da da da dum dum da<br><br>If there's anything that you want<br>If there's anything I can do<br>Just call on me and I'll send it along<br>With love from me to you<br><br>I've got everything that you want<br>Like a heart that's oh so true<br>Just call on me and I'll send it along<br>With love from me to you<br><br>I got arms that long to hold you<br>And keep you by my side<br>I got lips that long to kiss you<br>And keep you satisfied, oooh<br><br>If there's anything that you want<br>If there's anything I can do<br>Just call on me and I'll send it along<br>With love from me to you<br><br>From me, to you<br>Just call on me and I'll send it along<br>With love from me to you<br><br>I got arms that long to hold you<br>And keep you by my side<br>I got lips that long to kiss you<br>And keep you satisfied, oooh<br><br>If there's anything that you want<br>If there's anything I can do<br>Just call on me and I'll send it along<br>With love from me to you<br>To you, to you, to you",
Thank You Girl,Past Masters,1963,138.0,124473,John・Paul,,https://beatlesdata.info/15/03_thankyougirl.html,cGka0tXQYAI,WB-W7tP4Ofs,J-160E・Duo Jet・ヘフナー・ハーモニカ,,,-5pGxkn4VmM,CN_RrqhWrzQ,https://www.songsterr.com/a/wsa/beatles-thank-you-girl-bass-tab-s26430,3k6zSunlStXxWF0s1063lk,"Oh, oh, you've been good to me<br>You made me glad<br>When I was blue<br>And eternally I'll always be<br>In love with you<br>And all I gotta do<br>Is thank you girl, thank you girl<br><br>I could tell the world<br>A thing or two about our love<br>I know little girl<br>Only a fool would doubt our love<br>And all I gotta do<br>Is thank you girl, thank you girl<br><br>Thank you girl for loving me<br>The way that you do (Way that you do)<br>That's the kind of love<br>That is too good to be true<br>And all I gotta do<br>Is thank you girl, thank you girl<br><br>Oh, oh, you've been good to me<br>You made me glad<br>When I was blue<br>And eternally I'll always be<br>In love with you<br>And all I gotta do<br>Is thank you girl, thank you girl<br><br>Oh, oh, oh<br>Oh, oh, oh<br>Oh, oh",
She Loves You,Past Masters,1963,150.0,141270,John・Paul,,https://beatlesdata.info/15/04_shelovesyou.html,fduTmWao0Rg,Qew_-2lktyc,325・6122・ヘフナー,pYRe5GMdJfs,,7ko0oKJQbQk,52NlEG27VaQ,https://www.songsterr.com/a/wsa/beatles-she-loves-you-bass-tab-s23711,48JM82SHQTBYkhEYhMaOaa,"She loves you, yeah, yeah, yeah<br>She loves you, yeah, yeah, yeah<br>She loves you, yeah, yeah, yeah, yeah<br><br>You think you lost your love<br>Well, I saw her yesterday<br>It's you she's thinking of<br>And she told me what to say<br><br>She says she loves you<br>And you know that can't be bad<br>Yes, she loves you<br>And you know you should be glad<br><br>She said you hurt her so<br>She almost lost her mind<br>But now she says she knows<br>You're not the hurting kind<br><br>She says she loves you<br>And you know that can't be bad<br>Yes, she loves you<br>And you know you should be glad, ooh<br><br>She loves you, yeah, yeah, yeah<br>She loves you, yeah, yeah, yeah<br>And with a love like that<br>You know you should be glad<br><br>You know it's up to you<br>I think it's only fair<br>Pride can hurt you too<br>Apologize to her<br><br>Because she loves you<br>And you know that can't be bad<br>Yes, she loves you<br>And you know you should be glad, ooh<br><br>She loves you, yeah, yeah, yeah<br>She loves you, yeah, yeah, yeah<br>With a love like that<br>You know you should be glad<br>With a love like that<br>You know you should be glad<br>With a love like that<br>You know you should be glad<br>Yeah, yeah, yeah<br>Yeah, yeah, yeah, yeah",
I'll Get You,Past Masters,1963,125.0,125962,John・Paul,George,https://beatlesdata.info/15/05_illgetyou.html,nFEHqFUONHY,m8KBNrMZTWY,425・ヘフナー・ハーモニカ,,,xvjO1bPWpAs,,https://www.songsterr.com/a/wsa/beatles-ill-get-you-version-2-bass-tab-s443537,4VMOdHVfB57lNhSDadhOBc,"Oh yeah, oh yeah<br>Oh yeah, oh yeah<br><br>Imagine I'm in love with you<br>It's easy cos I know<br>I've imagined I'm in love with you<br>Many, many, many times before<br><br>It's not like me to pretend<br>But I'll get you, I'll get you in the end<br>Yes I will, I'll get you in the end<br>Oh yeah, oh yeah<br><br>I think about you night and day<br>I need you and it's true<br>When I think about you, I can say<br>I'm never, never, never, never blue<br><br>So I'm telling you, my friend<br>That I'll get you, I'll get you in the end<br>Yes I will, I'll get you in the end<br>Oh yeah, oh yeah<br><br>Well, there's gonna be a time<br>When I'm gonna change/make your mind<br>So you might as well resign yourself to me<br>Oh yeah<br><br>Imagine I'm in love with you<br>It's easy cos I know<br>I've imagined I'm in love with you<br>Many, many, many times before<br><br>It's not like me to pretend<br>But I'll get you, I'll get you in the end<br>Yes I will, I'll get you in the end<br>Oh yeah, oh yeah<br>Oh yeah, oh yeah<br>Whoa yeah",
I Want To Hold Your Hand,Past Masters,1963,130.0,146755,John・Paul,,https://beatlesdata.info/15/06_iwanttoholdyourhand.html,m2SLd5ne5X4,oRue0xtka8k,325・6122・ヘフナー,,,0o9yrd50jrU,9B5zXdNlvDQ,https://www.songsterr.com/a/wsa/beatles-i-want-to-hold-your-hand-bass-tab-s22793,27E39dDg0Bx1RzkF3eJJsb,"Oh yeah, I'll tell you something<br>I think you'll understand<br>When I say that something<br>I wanna hold your hand<br>I wanna hold your hand<br>I wanna hold your hand<br><br>Oh please, say to me<br>You'll let me be your man<br>And please, say to me<br>You'll let me hold your hand<br>You'll let me hold your hand<br>I wanna hold your hand<br><br>And when I touch you I feel happy<br>Inside<br>It's such a feeling that my love<br>I can't hide<br>I can't hide<br>I can't hide<br><br>Yeah, you got that something<br>I think you'll understand<br>When I say that something<br>I wanna hold your hand<br>I wanna hold your hand<br>I wanna hold your hand<br><br>And when I touch you I feel happy<br>Inside<br>It's such a feeling that my love<br>I can't hide<br>I can't hide<br>I can't hide<br><br>Yeah, you got that something<br>I think you'll understand<br>When I feel that something<br>I wanna hold your hand<br>I wanna hold your hand<br>I wanna hold your hand<br>I wanna hold your hand",
This Boy,Past Masters,1963,110.0,136463,John,Paul・George,https://beatlesdata.info/15/07_thisboy.html,XRHPzebAadA,9JqPwvU4gTY,J-160E・6122・ヘフナー,,,7i-B_OGIBnE,UfS-yn3PO_E,https://www.songsterr.com/a/wsa/beatles-this-boy-bass-tab-s2557,0oQshbv1BFLZ61b1tQ4Eqg,"That boy took my love away<br>Though he'll regret it someday<br>But this boy wants you back again<br><br>That boy isn't good for you<br>Though he may want you too<br>This boy wants you back again<br><br>Oh, and this boy would be happy<br>Just to love you, but oh my<br>That boy won't be happy<br>Till he's seen you cry<br><br>This boy wouldn't mind the pain<br>Would always feel the same<br>If this boy gets you back again<br><br>This boy<br>This boy<br>This boy [fade out]",
